ORG_ID,ORG_FULL_NM,ORG_ABBREV_NM,URL_ADDR,CB_REGION_CD,MAIL_STREET_ADDR1,MAIL_STREET_ADDR2,MAIL_CITY,MAIL_STATE_CD,UNDERGRAD_GRADE_CD,GRAD_6_YR_RATE_PCT,ENROLL_UG_TOTAL_DEG
882,Northwest Technical College,Northwest Technical,www.ntcmn.edu,MRO,905 Grant Avenue SE,,Bemidji,MN,2,,
883,Northern Maine Community College,Northern Maine Comm,www.nmcc.edu,NERO,33 Edgemont Drive,,Presque Isle,ME,2,,
884,Newbury College,Newbury College,www.newbury.edu,NERO,129 Fisher Avenue,,Brookline,MA,5,42,
885,Nashua Community College,Nashua Community Col,www.nashuacc.edu,NERO,505 Amherst Street,,Nashua,NH,2,,
886,White Mountains Community College,White Mountains Comm,www.wmcc.edu,NERO,2020 Riverside Drive,,Berlin,NH,2,,
887,NHTI-Concord's Community College,NHTI-Concord's Commu,www.nhti.edu,NERO,31 College Drive,,Concord,NH,2,,
888,Paier College of Art,Paier College of Art,www.paiercollegeofart.edu,NERO,20 Gorham Avenue,,Hamden,CT,5,63,70
889,Rasmussen College: Eagan,Rasmussen College: E,www.rasmussen.edu,MRO,3500 Federal Drive,,Eagan,MN,2,,
890,Rasmussen College: Bloomington,Rasmussen College: B,www.rasmussen.edu,MRO,4400 West 78th Street,,Bloomington,MN,2,,
893,Rockford Career College,Rockford Career Coll,www.rockfordcareercollege.edu,MRO,1130 South Alpine Road,,Rockford,IL,2,,
894,City University of New York: Medgar Evers College,CUNY Medgar Evers Co,www.mec.cuny.edu,MSRO,1650 Bedford Avenue,,Brooklyn,NY,5,,
895,Kaplan College: Hammond,Kaplan College: Hamm,www.kaplan.com,MRO,7833 Indianapolis Boulevard,,Hammond,IN,2,,
896,Mesivta Torah Vodaath Seminary,Mesivta Torah Vodaat,independentrabbinicalcolleges.org/index.html,MSRO,425 East 9th Street,,Brooklyn,NY,6,,
897,Monroe College,Monroe College,www.monroecollege.edu,MSRO,2501 Jerome Avenue,,Bronx,NY,5,74,5417
899,Universal Technical Institute,Universal Technical,www.uti.edu/Phoenix,WRO,10695 West Pierce Street,,Avondale,AZ,2,,
900,Vatterott College: Berkeley,Vatterott College: B,www.vatterott-college.edu,MRO,8580 Evans Avenue,,Berkeley,MO,2,,
901,Delaware Valley University,Delaware Valley Univ,www.delval.edu,MSRO,700 East Butler Avenue,,Doylestown,PA,5,56,1914
902,Nazareth College,Nazareth College,www.naz.edu,MSRO,4245 East Avenue,,Rochester,NY,5,67,2175
903,"Rutgers, The State University of New Jersey: Newark Campus",Rutgers Univ Newark,www.newark.rutgers.edu,MSRO,190 University Avenue,,Newark,NJ,5,68,8122
904,New Jersey Institute of Technology,New Jersey Inst of T,www.njit.edu,MSRO,University Heights,,Newark,NJ,5,64,7489
905,Rowan University,Rowan University,www.rowan.edu,MSRO,201 Mullica Hill Road,,Glassboro,NJ,5,69,15199
906,New Jersey City University,New Jersey City Univ,www.njcu.edu,MSRO,2039 Kennedy Boulevard,,Jersey City,NJ,5,,6359
907,Kean University,Kean University,www.kean.edu,MSRO,"1000 Morris Avenue, PO Box 411",,Union,NJ,5,,11761
908,William Paterson University of New Jersey,William Paterson Uni,www.wpunj.edu,MSRO,300 Pompton Road,,Wayne,NJ,5,55,8710
909,The College of New Jersey,The College of New J,www.tcnj.edu,MSRO,PO Box 7718,,Ewing,NJ,5,87,
910,Montclair State University,Montclair State Univ,www.montclair.edu,MSRO,One Normal Avenue,,Montclair,NJ,5,65,16673
911,Eugene Lang College The New School for Liberal Arts,Eugene Lang College,www.newschool.edu,MSRO,65 West 11th Street,,New York,NY,5,74,1717
912,Cochise College,Cochise College,www.cochise.edu,WRO,901 N. Colombo Avenue,,Sierra Vista,AZ,2,,3528
913,California State University: Dominguez Hills,CA State Univ: Domin,www.csudh.edu,WRO,1000 East Victoria Street,WH-290,Carson,CA,5,43,13096
914,California State University: San Bernardino,California SU San Be,www.csusb.edu,WRO,5500 University Parkway,,San Bernardino,CA,5,54,18255
915,College of the Redwoods,College of the Redwo,www.redwoods.edu,WRO,7351 Tompkins Hill Road,,Eureka,CA,2,,
916,Cuesta College,Cuesta College,www.cuesta.org,WRO,PO Box 8106,,San Luis Obispo,CA,2,,
917,Pierce College,Pierce College,www.pierce.ctc.edu,WRO,9401 Farwest Drive Southwest,,Lakewood,WA,2,,7035
918,Cypress College,Cypress College,www.cypresscollege.edu,WRO,9200 Valley View Street,,Cypress,CA,2,,14183
919,Chaminade University of Honolulu,Chaminade Univ of Ho,www.chaminade.edu,WRO,3140 Waialae Avenue,,Honolulu,HI,5,53,1150
920,Southern Union State Community College,Southern Union State,www.suscc.edu,SRO,750 Roberts Street,,Wadley,AL,2,,
921,Kent State University: Trumbull,Kent State Univ Trum,www.kent.edu/trumbull,MRO,"4314 Mahoning Avenue, NW",,Warren,OH,2,,2055
922,Kirtland Community College,Kirtland Community C,www.kirtland.edu,MRO,10775 North Saint Helen Road,,Roscommon,MI,2,,
923,Kentucky Mountain Bible College,Kentucky Mtn Bible C,www.kmbc.edu,SRO,855 Ky HY 541,,Jackson,KY,5,64,76
924,Kishwaukee College,Kishwaukee College,www.kishwaukeecollege.edu,MRO,21193 Malta Road,,Malta,IL,2,,
925,Baker College of Clinton Township,Baker College of Cli,www.baker.edu,MRO,34950 Little Mack Avenue,,Clinton Township,MI,5,,
926,Kettering College,Kettering College,www.kc.edu,MRO,3737 Southern Boulevard,,Kettering,OH,5,,
927,Ohio University: Eastern Campus,Ohio University: Eas,www.ohio.edu/eastern,MRO,45425 National Road,,St. Clairsville,OH,5,,
928,Parkland College,Parkland College,www.parkland.edu,MRO,2400 West Bradley Avenue,,Champaign,IL,2,,
929,West Kentucky Community and Technical College,West Kentucky Comm/T,www.westkentucky.kctcs.edu,SRO,4810 Alben Barkley Drive/Box 7380,,Paducah,KY,2,,
930,Pearl River Community College,Pearl River Communit,www.prcc.edu,SRO,101 Highway 11 North,,Poplarville,MS,2,,
932,University of Pikeville,University of Pikevi,www.upike.edu,SRO,147 Sycamore Street,,Pikeville,KY,5,31,1088
933,St. Clair County Community College,St. Clair County Com,www.sc4.edu,MRO,"323 Erie Street, PO Box 5015",,Port Huron,MI,2,,
934,Principia College,Principia College,www.principiacollege.edu,MRO,1 Maybeck Place,,Elsah,IL,5,,
935,Purdue University,Purdue University,www.purdue.edu,MRO,475 Stadium Mall Drive,,West Lafayette,IN,5,76,29866
936,Indiana University-Purdue University Fort Wayne,Indiana Univ-Purdue,www.ipfw.edu,MRO,2101 East Coliseum Boulevard,,Fort Wayne,IN,5,30,7708
937,Purdue University Northwest,Purdue University No,https://www.pnw.edu,MRO,2200 169th Street,,Hammond,IN,5,,8665
939,Owens Community College,Owens Comm Coll,www.owens.edu,MRO,PO Box 10000,,Toledo,OH,2,,
941,Rio Hondo College,Rio Hondo College,www.riohondo.edu,WRO,3600 Workman Mill Road,,Whittier,CA,2,,10734
942,Colorado Northwestern Community College,Colorado Northwester,www.cncc.edu,WRO,500 Kennedy Drive,,Rangely,CO,2,,637
943,Sacramento City College,Sacramento City Coll,www.scc.losrios.edu,WRO,3835 Freeport Boulevard,,Sacramento,CA,2,,
944,California State University: Sacramento,California SU Sacram,www.csus.edu,WRO,6000 J Street,,Sacramento,CA,5,33,28064
945,Saint Martin's University,Saint Martin's Unive,www.stmartin.edu,WRO,5000 Abbey Way SE,,Lacey,WA,5,59,
946,Saint Mary's College of California,Saint Mary's College,www.stmarys-ca.edu,WRO,1928 St. Mary's Road,,Moraga,CA,5,76,
947,Santa Fe University of Art and Design,Santa Fe University,www.santafeuniversity.edu,SWRO,1600 Saint Michael's Drive,,Santa Fe,NM,5,,
948,Gavilan College,Gavilan College,www.gavilan.edu,WRO,5055 Santa Teresa Boulevard,,Gilroy,CA,2,,
949,San Bernardino Valley College,San Bernardino Valle,www.valleycollege.edu,WRO,701 South Mount Vernon Avenue,,San Bernardino,CA,2,,
950,San Diego City College,San Diego City Colle,www.sdcity.edu,WRO,1313 Park Boulevard,,San Diego,CA,2,,
951,San Diego State University,San Diego State Univ,www.sdsu.edu,WRO,5500 Campanile Drive,,San Diego,CA,5,75,30165
952,San Francisco State University,San Francisco State,www.sfsu.edu,WRO,1600 Holloway Avenue,,San Francisco,CA,5,54,25903
954,Anne Arundel Community College,Anne Arundel Communi,www.aacc.edu,MSRO,101 College Parkway,,Arnold,MD,2,,11546
955,South Piedmont Community College,South Piedmont Comm,www.spcc.edu,SRO,PO Box 126,,Polkton,NC,2,,
957,Allegany College of Maryland,Allegany College of,www.allegany.edu,MSRO,"12401 Willowbrook Road, SE",,Cumberland,MD,2,,
958,Point University,Point University,www.point.edu,SRO,507 West 10th Street,,West Point,GA,5,,1126
959,New Orleans Baptist Theological Seminary,New Orleans Baptist,www.nobts.edu,SRO,3939 Gentilly Boulevard,,New Orleans,LA,5,,
960,Asheville-Buncombe Technical Community College,Asheville-Buncombe T,www.abtech.edu,SRO,340 Victoria Road,,Asheville,NC,2,,
961,Appalachian Bible College,Appalachian Bible Co,https://abc.edu,MRO,161 College Drive,,Mount Hope,WV,5,51,151
962,Aiken Technical College,Aiken Technical Coll,www.atc.edu,SRO,PO Drawer 696,,Aiken,SC,2,,
964,Blue Ridge Community College,Blue Ridge Comm Coll,www.blueridge.edu,SRO,180 West Campus Drive,,Flat Rock,NC,2,,
965,Bladen Community College,Bladen Community Col,www.bladencc.edu,SRO,PO Box 266,,Dublin,NC,2,,
966,Technical College of the Lowcountry,Technical College Lo,www.tcl.edu,SRO,PO Box 1288,,Beaufort,SC,2,,
968,Brewton-Parker College,Brewton-Parker Colle,www.bpc.edu,SRO,PO Box 197,,Mount Vernon,GA,5,,
969,Bridgewater College,Bridgewater College,www.bridgewater.edu,SRO,402 East College Street,,Bridgewater,VA,5,61,1874
970,Bauder College,Bauder College,www.bauder.edu,SRO,384 Northyards Boulevard NW,Suite 190,Atlanta,GA,5,,
971,Thomas University,Thomas University,www.thomasu.edu,SRO,1501 Millpond Road,,Thomasville,GA,5,,
972,Eastern Florida State College,Eastern Florida Stat,www.easternflorida.edu,SRO,1519 Clearlake Road,,Cocoa,FL,2,,12306
973,Broward College,Broward College,www.broward.edu,SRO,111 East Las Olas Boulevard,,Fort Lauderdale,FL,2,,35127
974,Saint Thomas University,St. Thomas Universit,www.stu.edu,SRO,16401 Northwest 37th Avenue,,Miami Gardens,FL,5,44,936
975,College of Coastal Georgia,College of Coastal G,www.ccga.edu,SRO,One College Drive,,Brunswick,GA,5,,3628
976,Charleston Southern University,Charleston Southern,www.csuniv.edu,SRO,PO Box 118087,,Charleston,SC,5,35,3041
977,Clayton State University,Clayton State Univer,www.clayton.edu,SRO,2000 Clayton State Boulevard,,Morrow,GA,5,31,5701
978,School of Advertising Art,School of Advertisin,www.saa.edu,MRO,1725 East David Road,,Kettering,OH,2,,
979,Caldwell Community College and Technical Institute,Caldwell CC and Tech,www.cccti.edu,SRO,2855 Hickory Boulevard,,Hudson,NC,2,,
980,Central Carolina Community College,Central Carolina Com,www.cccc.edu,SRO,1105 Kelly Drive,,Sanford,NC,2,,
981,Craven Community College,Craven Community Col,www.cravencc.edu,SRO,800 College Court,,New Bern,NC,2,,2894
982,Davidson College,Davidson College,www.davidson.edu,SRO,405 North Main Street,,Davidson,NC,5,91,1800
983,Treasure Valley Community College,Treasure Valley Comm,www.tvcc.cc,WRO,650 College Boulevard,,Ontario,OR,2,,1543
984,Tacoma Community College,Tacoma Community Col,www.tacomacc.edu,WRO,6501 South 19th Street,,Tacoma,WA,2,,
985,Thomas Aquinas College,Thomas Aquinas Colle,www.thomasaquinas.edu,WRO,10000 Ojai Road,,Santa Paula,CA,5,79,370
986,United States Air Force Academy,United States Air Fo,www.academyadmissions.com,WRO,2304 Cadet Drive,,USAF Academy,CO,5,,
987,University of Arizona,Univ of Arizona,www.arizona.edu,WRO,PO Box 210066,,Tucson,AZ,5,64,34049
988,University of California: Berkeley,Univ of Calif Berkel,www.berkeley.edu,WRO,110 Sproul Hall,,Berkeley,CA,5,,29309
989,University of California: Davis,Univ of Calif Davis,www.ucdavis.edu,WRO,One Shields Avenue,,Davis,CA,5,85,30046
990,University of California: Santa Barbara,Univ of Calif Santa,www.ucsb.edu,WRO,5221 Cheadle Hall,,Santa Barbara,CA,5,87,22186
991,University of California: San Diego,Univ of Calif San Di,www.ucsd.edu,WRO,"9500 Gilman Drive, 0021",,La Jolla,CA,5,,
992,University of California: Los Angeles,Univ of Calif Los An,www.ucla.edu,WRO,"405 Hilgard Avenue, Box 951405",,Los Angeles,CA,5,91,30990
993,University of California: Riverside,Univ of Calif Rivers,www.ucr.edu,WRO,900 University Avenue,,Riverside,CA,5,,20044
994,University of Colorado Boulder,Univ of Colorado Bou,www.colorado.edu,WRO,3100 Marine Street,522 UCB,Boulder,CO,5,69,28667
995,University of Denver,Univ of Denver,www.du.edu,WRO,2197 South University Boulevard,,Denver,CO,5,75,5753
996,Midlands Technical College,Midlands Technical C,www.midlandstech.edu,SRO,PO Box 2408,,Columbia,SC,2,,
997,Randolph Community College,Randolph Community C,www.randolph.edu,SRO,629 Industrial Park Avenue,,Asheboro,NC,2,,
998,Richmond Community College,Richmond Community C,www.richmondcc.edu,SRO,PO Box 1189,,Hamlet,NC,2,,
999,Rowan-Cabarrus Community College,Rowan-Cabarrus Comm,www.rccc.edu,SRO,PO Box 1595,,Salisbury,NC,2,,
1000,Rappahannock Community College,Rappahannock Communi,www.rappahannock.edu,SRO,12745 College Drive,,Glenns,VA,2,,
1001,Robeson Community College,Robeson Community Co,www.robeson.edu,SRO,PO Box 1420,,Lumberton,NC,2,,
1002,Saint Augustine's University,Saint Augustine's Un,www.st-aug.edu,SRO,1315 Oakwood Avenue,,Raleigh,NC,5,,974
1003,Mid-Atlantic Christian University,Mid-Atlantic Christi,www.macuniversity.edu,SRO,715 North Poindexter Street,,Elizabeth City,NC,5,,
1004,St. John's College,St. John's College (,www.sjc.edu,MSRO,60 College Avenue,,Annapolis,MD,5,67,458
1005,St. Mary's College of Maryland,St. Mary's College o,www.smcm.edu,MSRO,18952 E. Fisher Road,,St. Mary's City,MD,5,78,1544
1008,St. Petersburg College,St. Petersburg Colle,www.spcollege.edu,SRO,PO Box 13489,,Saint Petersburg,FL,2,,
1009,Salem College,Salem College,www.salem.edu,SRO,601 South Church Street,,Winston-Salem,NC,5,,
1010,Kuyper College,Kuyper College,www.kuyper.edu,MRO,3333 East Beltline Avenue NE,,Grand Rapids,MI,5,38,
1011,Rend Lake College,Rend Lake College,www.rlc.edu,MRO,468 North Ken Gray Parkway,,Ina,IL,2,,1505
1012,Old Dominion University,Old Dominion Univers,www.odu.edu,SRO,5115 Hampton Boulevard,,Norfolk,VA,5,54,19364
1013,College of Central Florida,College of Central F,www.cf.edu,SRO,3001 SW College Road,,Ocala,FL,2,,
1014,Christopher Newport University,Christopher Newport,www.cnu.edu,SRO,1 Avenue of the Arts,,Newport News,VA,5,75,4950
1015,College of the Albemarle,College of the Albem,www.albemarle.edu,SRO,PO Box 2327,,Elizabeth City,NC,2,,1947
1016,Coastal Carolina Community College,Coastal Carolina Com,www.coastalcarolina.edu,SRO,444 Western Boulevard,,Jacksonville,NC,2,,
1017,Community College of Baltimore County,Community College Ba,www.ccbcmd.edu,MSRO,7201 Rossville Boulevard,,Baltimore,MD,2,,17663
1018,Dabney S. Lancaster Community College,Dabney S. Lancaster,www.dslcc.edu,SRO,1000 Dabney Drive,,Clifton Forge,VA,2,,
1021,Illinois Institute of Art: Schaumburg,Illinois Inst Art: S,www.artinstitutes.edu/schaumburg,MRO,"1000 North Plaza Drive, Suite 100",,Schaumburg,IL,4,,
1023,Metro Business College,Metro Business Coll,www.metrobusinesscollege.edu,MRO,1732 North Kingshighway,,Cape Girardeau,MO,2,,
1024,National College: Richmond,National College: Ri,www.national-college.edu,SRO,125 South Killarney Lane,,Richmond,KY,2,,
1026,City College: Miami,City College: Miami,www.citycollege.edu,SRO,"9300 South Dadeland Boulevard, 2nd Floor",Suite 200,Miami,FL,2,,
1028,Art Institute of Las Vegas,Art Institute of Las,www.artinstitutes.edu/lasvegas,WRO,2350 Corporate Circle,,Henderson,NV,4,,
1029,Miami-Jacobs Career College: Columbus,Miami-Jacobs Career,www.miamijacobs.edu,MRO,"150 East Gay Street, 15th Floor",,Columbus,OH,2,,
1030,National College: Louisville,National College: Lo,www.national-college.edu,SRO,4205 Dixie Highway,,Louisville,KY,2,,
1031,Miller-Motte College: Wilmington,Miller-Motte College,www.miller-motte.edu,SRO,5000 Market Street,,Wilmington,NC,5,,
1032,Mildred Elley: Albany,Mildred Elley: Alban,www.mildred-elley.edu,MSRO,855 Central Avenue,,Albany,NY,2,,
1034,Spencerian College: Lexington,Spencerian College:,www.spencerian.edu,SRO,2355 Harrodsburg Rd,,Lexington,KY,2,,
1035,Herzing University: Kenner,Herzing Univ: Kenner,www.herzing.edu,SRO,2500 Williams Boulevard,,Kenner,LA,5,,
1036,Oregon Health & Science University,Oregon Health & Scie,www.ohsu.edu,WRO,Mail Code L109,,Portland,OR,4,,775
1039,Rio Salado College,Rio Salado College,www.riosalado.edu,WRO,2323 West 14th Street,,Tempe,AZ,2,,
1040,University of Phoenix: Phoenix-Hohokam,Univ Phoenix: Phoeni,www.phoenix.edu,WRO,1625 West Fountainhead Parkway,,Tempe,AZ,5,,
1042,United Tribes Technical College,United Tribes Techni,www.uttc.edu,MRO,3315 University Drive,,Bismarck,ND,2,,
1043,Global University,Global University,www.globaluniversity.edu,MRO,1211 South Glenstone Avenue,,Springfield,MO,5,,
1044,Delta College of Arts & Technology,Delta College of Art,www.deltacollege.com,SRO,7380 Exchange Place,,Baton Rouge,LA,2,,
1045,Clovis Community College,Clovis Community Col,https://www.clovis.edu,SWRO,417 Schepps Boulevard,,Clovis,NM,2,,1848
1046,Solano Community College,Solano Community Col,www.solano.edu,WRO,4000 Suisun Valley Road,,Fairfield,CA,2,,
1047,Ventura College,Ventura College,www.venturacollege.edu,WRO,4667 Telegraph Road,,Ventura,CA,2,,
1048,Victor Valley College,Victor Valley Colleg,www.vvc.edu,WRO,18422 Bear Valley Road,,Victorville,CA,2,37,
1049,Walla Walla University,Walla Walla Universi,www.wallawalla.edu,WRO,204 South College Avenue,,College Place,WA,5,64,1625
1050,Weber State University,Weber State Universi,https://www.weber.edu,WRO,1103 University Circle,,Ogden,UT,5,33,17473
1051,Pacific States University,Pacific States Unive,www.psuca.edu,WRO,3424 Wilshire Boulevard 12th floor,12th floor,Los Angeles,CA,5,,
1052,MTI College,MTI College,www.mticollege.edu,WRO,5221 Madison Avenue,,Sacramento,CA,2,,
1054,American National University: Martinsville,American Natl Univ:,www.an.edu,SRO,905 North Memorial Boulevard,,Martinsville,VA,2,,
1055,St. John's University,St. John's Universit,www.stjohns.edu,MSRO,8000 Utopia Parkway,,Queens,NY,5,58,11758
1056,Southern Crescent Technical College,Southern Crescent Te,www.sctech.edu,SRO,501 Varsity Road,,Griffin,GA,2,,3900
1057,West Georgia Technical College,West Georgia Technic,www.westgatech.edu,SRO,176 Murphy Campus Boulevard,,Waco,GA,2,,5167
1059,Longwood University,Longwood University,www.longwood.edu,SRO,Lancaster 109,201 High Street,Farmville,VA,5,68,4229
1063,St. Luke's College,St. Luke's College (,www.stlukescollege.edu,MRO,2720 Stone Park Blvd,,Sioux City,IA,2,,273
1064,Allen College,Allen College,www.allencollege.edu,MRO,"Barrett Forum, 1825 Logan Avenue",,Waterloo,IA,5,,329
1065,Passaic County Community College,Passaic County Comm,www.pccc.edu,MSRO,One College Boulevard,,Paterson,NJ,2,,
